policy_id,customer_id,agent_id,policy_type,region,start_date,end_date,premium_amount,status,payment_method,auto_renew
POL007632,CUST003354,AGT09457,Auto,Manitoba,2024-08-05,2025-08-05,5453.1,Renewed,EFT,Yes
POL007633,CUST000269,AGT03608,Tenant,Saskatchewan,2021-11-29,2022-11-29,7639.56,Renewed,PAD,No
POL007634,CUST005878,AGT00552,Tenant,British Columbia,2024-03-10,2025-03-10,4885.52,Renewed,EFT,Yes
POL007635,CUST003664,AGT09418,Farm,British Columbia,2021-09-01,2022-09-01,1289.79,Cancelled,EFT,Yes
POL007636,CUST003745,AGT01846,Commercial,Ontario,2021-04-23,2022-04-23,6061.75,Renewed,PAD,No
POL007637,CUST005806,AGT08552,Auto,Manitoba,2023-12-12,2024-12-11,7938.05,Cancelled,EFT,Yes
POL007638,CUST007820,AGT04810,Farm,Saskatchewan,2023-01-19,2024-01-19,5289.29,Renewed,Credit Card,Yes
POL007639,CUST004951,AGT03490,Farm,Alberta,2022-04-11,2023-04-11,5834.63,Active,Credit Card,No
POL007640,CUST001848,AGT06995,Life,Quebec,2024-10-01,2025-10-01,7777.43,Cancelled,Cheque,Yes
POL007641,CUST005152,AGT07040,Commercial,Alberta,2021-01-27,2022-01-27,919.64,Renewed,EFT,No
POL007642,CUST006118,AGT04396,Life,Saskatchewan,2025-02-16,2026-02-16,3021.84,Cancelled,EFT,No
POL007643,CUST001901,AGT01088,Home,Manitoba,2022-01-20,2023-01-20,7567.66,Renewed,EFT,No
POL007644,CUST002796,AGT09333,Life,Saskatchewan,2024-11-25,2025-11-25,7205.18,Renewed,PAD,No
POL007645,CUST004862,AGT02437,Home,Alberta,2021-10-09,2022-10-09,6964.84,Lapsed,EFT,Yes
POL007646,CUST007027,AGT02590,Home,Quebec,2023-09-04,2024-09-03,1810.34,Renewed,Cheque,No
POL007647,CUST002472,AGT02438,Tenant,Ontario,2025-11-05,2026-11-05,4761.57,Active,PAD,No
POL007648,CUST001694,AGT00054,Auto,British Columbia,2023-12-14,2024-12-13,7133.15,Lapsed,Cheque,Yes
POL007649,CUST006245,AGT08658,Auto,Manitoba,2023-03-03,2024-03-02,5620.23,Lapsed,Cheque,Yes
POL007650,CUST007349,AGT04633,Tenant,Ontario,2022-07-27,2023-07-27,7826.48,Lapsed,EFT,No
POL007651,CUST005196,AGT06459,Home,Saskatchewan,2023-12-03,2024-12-02,6476.13,Active,EFT,Yes
POL007652,CUST001901,AGT07071,Commercial,Ontario,2025-08-19,2026-08-19,1006.83,Lapsed,EFT,Yes
POL007653,CUST002016,AGT02003,Tenant,Ontario,2021-03-27,2022-03-27,4327.57,Cancelled,Credit Card,No
POL007654,CUST002554,AGT09137,Home,Manitoba,2022-10-11,2023-10-11,4530.89,Cancelled,EFT,No
POL007655,CUST000878,AGT07295,Commercial,Manitoba,2022-12-14,2023-12-14,7233.35,Cancelled,Cheque,No
POL007656,CUST004474,AGT07806,Home,Quebec,2021-04-18,2022-04-18,2933.38,Lapsed,EFT,Yes
POL007657,CUST000059,AGT08944,Tenant,Ontario,2022-02-15,2023-02-15,4903.24,Renewed,EFT,Yes
POL007658,CUST005189,AGT05517,Home,Manitoba,2024-01-23,2025-01-22,1766.31,Renewed,PAD,No
POL007659,CUST007129,AGT03482,Farm,British Columbia,2023-03-28,2024-03-27,2627.73,Lapsed,PAD,No
POL007660,CUST007373,AGT05891,Auto,British Columbia,2022-09-23,2023-09-23,3092.06,Renewed,Cheque,No
POL007661,CUST002888,AGT09508,Farm,Saskatchewan,2023-10-20,2024-10-19,7976.27,Renewed,Cheque,No
POL007662,CUST005417,AGT06147,Life,Quebec,2022-05-03,2023-05-03,1869.56,Lapsed,EFT,No
POL007663,CUST003175,AGT08826,Life,British Columbia,2023-09-10,2024-09-09,2867.56,Lapsed,PAD,No
POL007664,CUST006276,AGT07511,Auto,Ontario,2023-08-02,2024-08-01,1109.25,Cancelled,EFT,No
POL007665,CUST007180,AGT02258,Tenant,Quebec,2022-07-17,2023-07-17,2117.76,Active,Cheque,Yes
POL007666,CUST007452,AGT07756,Tenant,Manitoba,2024-08-31,2025-08-31,4013.12,Renewed,PAD,No
POL007667,CUST003082,AGT09105,Home,Quebec,2023-04-19,2024-04-18,4549.08,Lapsed,EFT,No
POL007668,CUST003039,AGT05469,Commercial,British Columbia,2025-07-21,2026-07-21,5866.73,Active,Cheque,Yes
POL007669,CUST002255,AGT01092,Home,Saskatchewan,2023-03-29,2024-03-28,1190.49,Cancelled,Cheque,No
POL007670,CUST005748,AGT09299,Life,British Columbia,2022-06-10,2023-06-10,1221.47,Renewed,PAD,Yes
POL007671,CUST001215,AGT01612,Life,Alberta,2025-01-30,2026-01-30,7394.53,Cancelled,EFT,No
POL007672,CUST007452,AGT06204,Farm,Quebec,2023-05-12,2024-05-11,2720.0,Active,EFT,No
POL007673,CUST000262,AGT07512,Home,Ontario,2025-04-23,2026-04-23,6703.17,Active,Credit Card,Yes
POL007674,CUST001712,AGT02133,Tenant,Manitoba,2021-11-05,2022-11-05,3798.75,Renewed,EFT,No
POL007675,CUST006459,AGT05650,Tenant,Saskatchewan,2024-10-15,2025-10-15,3115.74,Renewed,Credit Card,Yes
POL007676,CUST005618,AGT09861,Auto,Quebec,2025-02-20,2026-02-20,2113.85,Lapsed,Cheque,Yes
POL007677,CUST001383,AGT04248,Home,Quebec,2022-08-21,2023-08-21,1870.65,Cancelled,PAD,No
POL007678,CUST003684,AGT07211,Tenant,Quebec,2023-01-26,2024-01-26,2114.01,Active,Credit Card,Yes
POL007679,CUST000233,AGT02470,Tenant,Ontario,2024-08-06,2025-08-06,2324.73,Renewed,Cheque,No
POL007680,CUST007696,AGT00640,Auto,Saskatchewan,2022-11-09,2023-11-09,7623.19,Lapsed,Cheque,Yes
POL007681,CUST007245,AGT02837,Home,Saskatchewan,2024-01-01,2024-12-31,7149.62,Renewed,PAD,No
POL007682,CUST002166,AGT00324,Home,Saskatchewan,2025-11-06,2026-11-06,7537.03,Cancelled,Cheque,Yes
POL007683,CUST007335,AGT02645,Commercial,Saskatchewan,2022-12-18,2023-12-18,7470.64,Lapsed,EFT,No
POL007684,CUST001876,AGT02892,Tenant,Ontario,2021-03-21,2022-03-21,5972.25,Renewed,Cheque,Yes
POL007685,CUST001989,AGT00332,Life,Saskatchewan,2023-06-06,2024-06-05,7822.92,Lapsed,EFT,No
POL007686,CUST001262,AGT02218,Auto,Ontario,2022-02-08,2023-02-08,5024.63,Lapsed,PAD,Yes
POL007687,CUST007675,AGT08334,Home,Saskatchewan,2021-01-20,2022-01-20,4469.61,Lapsed,EFT,Yes
POL007688,CUST002342,AGT01581,Life,Quebec,2022-01-01,2023-01-01,1549.91,Active,PAD,Yes
POL007689,CUST006960,AGT06270,Farm,British Columbia,2025-09-12,2026-09-12,994.62,Cancelled,PAD,Yes
POL007690,CUST002356,AGT01885,Home,Ontario,2023-01-16,2024-01-16,7017.27,Lapsed,Cheque,No
POL007691,CUST000009,AGT00571,Commercial,Manitoba,2024-06-11,2025-06-11,1506.65,Lapsed,Credit Card,No
POL007692,CUST007493,AGT09393,Tenant,British Columbia,2023-02-14,2024-02-14,5050.26,Renewed,Credit Card,Yes
POL007693,CUST006160,AGT04261,Farm,Ontario,2023-10-23,2024-10-22,3399.22,Active,Credit Card,Yes
POL007694,CUST006706,AGT06903,Home,British Columbia,2022-09-23,2023-09-23,7922.93,Cancelled,Cheque,Yes
POL007695,CUST005544,AGT08598,Farm,Ontario,2021-01-30,2022-01-30,2617.43,Active,Cheque,Yes
POL007696,CUST000810,AGT05953,Commercial,Alberta,2022-02-11,2023-02-11,5121.3,Lapsed,Credit Card,Yes
POL007697,CUST005997,AGT05397,Home,Alberta,2022-10-18,2023-10-18,6978.77,Lapsed,Cheque,No
POL007698,CUST007046,AGT01909,Life,Alberta,2025-07-12,2026-07-12,5792.84,Active,PAD,Yes
POL007699,CUST000133,AGT08314,Commercial,Manitoba,2023-02-08,2024-02-08,7925.24,Renewed,Credit Card,Yes
POL007700,CUST001309,AGT04998,Tenant,British Columbia,2025-01-14,2026-01-14,3365.61,Lapsed,Credit Card,No
POL007701,CUST002443,AGT03016,Auto,Quebec,2024-05-27,2025-05-27,3914.67,Lapsed,EFT,No
POL007702,CUST006902,AGT03763,Tenant,Quebec,2021-07-07,2022-07-07,3241.38,Active,Cheque,Yes
POL007703,CUST005427,AGT02247,Commercial,British Columbia,2022-10-04,2023-10-04,1225.68,Renewed,Credit Card,Yes
POL007704,CUST002644,AGT02065,Auto,Saskatchewan,2022-08-07,2023-08-07,3485.72,Cancelled,EFT,No
POL007705,CUST004240,AGT01509,Life,Ontario,2023-07-25,2024-07-24,4045.17,Cancelled,Cheque,No
POL007706,CUST001812,AGT06792,Commercial,British Columbia,2022-01-27,2023-01-27,2998.41,Renewed,PAD,Yes
POL007707,CUST005344,AGT04915,Tenant,Manitoba,2024-04-21,2025-04-21,2379.77,Cancelled,PAD,Yes
POL007708,CUST005255,AGT01292,Commercial,Saskatchewan,2023-03-02,2024-03-01,1193.51,Active,Credit Card,Yes
POL007709,CUST003225,AGT09915,Farm,British Columbia,2023-07-15,2024-07-14,2280.93,Active,PAD,No
POL007710,CUST007836,AGT00551,Tenant,Ontario,2024-04-12,2025-04-12,1194.3,Lapsed,PAD,Yes
POL007711,CUST001942,AGT02204,Life,Alberta,2023-03-08,2024-03-07,6089.9,Cancelled,Cheque,No
POL007712,CUST006611,AGT01567,Life,Quebec,2022-12-20,2023-12-20,6459.65,Renewed,EFT,Yes
POL007713,CUST002806,AGT05562,Home,Quebec,2024-05-09,2025-05-09,3668.98,Lapsed,PAD,No
POL007714,CUST003657,AGT07994,Auto,Quebec,2024-12-06,2025-12-06,4837.01,Cancelled,PAD,Yes
POL007715,CUST002459,AGT06064,Commercial,British Columbia,2024-02-22,2025-02-21,7810.36,Lapsed,EFT,Yes
POL007716,CUST001947,AGT05990,Tenant,Manitoba,2023-12-30,2024-12-29,644.17,Renewed,PAD,Yes
POL007717,CUST004501,AGT05335,Tenant,Quebec,2023-05-23,2024-05-22,6511.93,Active,Cheque,Yes
POL007718,CUST006582,AGT05297,Auto,British Columbia,2021-04-02,2022-04-02,2555.5,Renewed,PAD,Yes
POL007719,CUST004520,AGT03495,Life,Saskatchewan,2024-10-18,2025-10-18,4646.2,Lapsed,Cheque,Yes
POL007720,CUST002876,AGT05535,Tenant,Alberta,2024-10-09,2025-10-09,5172.75,Lapsed,PAD,Yes
POL007721,CUST005238,AGT02425,Commercial,British Columbia,2021-03-04,2022-03-04,5807.15,Cancelled,EFT,No
POL007722,CUST005807,AGT07291,Home,British Columbia,2022-10-25,2023-10-25,5636.65,Renewed,Cheque,Yes
POL007723,CUST006618,AGT01925,Farm,Ontario,2021-03-28,2022-03-28,603.08,Lapsed,Cheque,Yes
POL007724,CUST002525,AGT03551,Life,Saskatchewan,2021-08-09,2022-08-09,3123.5,Active,Cheque,No
POL007725,CUST007120,AGT04251,Tenant,British Columbia,2022-02-19,2023-02-19,7695.35,Lapsed,PAD,Yes
POL007726,CUST003350,AGT03293,Home,Quebec,2021-03-26,2022-03-26,6851.78,Cancelled,Cheque,No
POL007727,CUST007843,AGT07813,Commercial,British Columbia,2023-11-17,2024-11-16,3420.11,Cancelled,Cheque,No
POL007728,CUST006944,AGT07065,Life,Saskatchewan,2025-08-16,2026-08-16,3739.22,Cancelled,EFT,No
POL007729,CUST004045,AGT02270,Farm,Quebec,2023-02-20,2024-02-20,4909.0,Renewed,Credit Card,Yes
POL007730,CUST002188,AGT03423,Auto,Saskatchewan,2025-08-11,2026-08-11,4081.4,Cancelled,EFT,Yes
POL007731,CUST004537,AGT01623,Tenant,Alberta,2023-08-19,2024-08-18,1911.13,Active,PAD,Yes
POL007732,CUST004663,AGT07970,Commercial,Manitoba,2024-12-20,2025-12-20,2327.13,Cancelled,EFT,No
POL007733,CUST005689,AGT06537,Life,Alberta,2025-05-16,2026-05-16,2117.41,Lapsed,EFT,No
POL007734,CUST003233,AGT04989,Farm,Quebec,2025-02-01,2026-02-01,7739.24,Cancelled,Credit Card,No
POL007735,CUST003251,AGT06856,Home,Saskatchewan,2025-09-04,2026-09-04,7120.09,Cancelled,Cheque,Yes
POL007736,CUST004143,AGT01934,Tenant,Ontario,2022-06-25,2023-06-25,5022.76,Renewed,Credit Card,Yes
POL007737,CUST006043,AGT06680,Life,Quebec,2022-03-20,2023-03-20,3981.44,Renewed,PAD,No
POL007738,CUST004705,AGT05782,Farm,Saskatchewan,2024-01-07,2025-01-06,5583.24,Lapsed,PAD,Yes
POL007739,CUST003202,AGT01337,Auto,Quebec,2023-12-17,2024-12-16,7230.95,Lapsed,Cheque,Yes
POL007740,CUST003414,AGT03248,Life,Ontario,2025-05-12,2026-05-12,6792.99,Renewed,Cheque,Yes
POL007741,CUST006251,AGT01565,Commercial,British Columbia,2025-10-03,2026-10-03,7065.48,Renewed,Credit Card,No
POL007742,CUST006785,AGT05050,Life,Ontario,2025-03-16,2026-03-16,6766.36,Lapsed,Cheque,Yes
POL007743,CUST002658,AGT05714,Auto,Ontario,2021-07-27,2022-07-27,654.87,Lapsed,Credit Card,Yes
POL007744,CUST003402,AGT06973,Tenant,Ontario,2023-10-02,2024-10-01,6337.63,Active,Cheque,Yes
POL007745,CUST004543,AGT08532,Life,Saskatchewan,2021-10-19,2022-10-19,1147.9,Cancelled,EFT,No
POL007746,CUST002249,AGT03752,Home,British Columbia,2022-07-27,2023-07-27,7065.38,Active,Credit Card,No
POL007747,CUST001798,AGT05040,Tenant,Manitoba,2021-08-25,2022-08-25,6106.49,Lapsed,Cheque,Yes
POL007748,CUST006753,AGT04189,Commercial,British Columbia,2024-11-02,2025-11-02,2685.37,Renewed,Credit Card,Yes
POL007749,CUST003799,AGT01323,Auto,Ontario,2021-05-28,2022-05-28,6827.52,Cancelled,EFT,No
POL007750,CUST002104,AGT00063,Life,Quebec,2021-06-26,2022-06-26,2699.61,Cancelled,Credit Card,No
POL007751,CUST006398,AGT03320,Farm,Ontario,2022-06-03,2023-06-03,4957.06,Active,Credit Card,Yes
POL007752,CUST002995,AGT08807,Commercial,British Columbia,2022-11-17,2023-11-17,2913.67,Cancelled,PAD,Yes
POL007753,CUST001525,AGT06573,Farm,Alberta,2023-05-12,2024-05-11,6110.34,Cancelled,EFT,No
POL007754,CUST003545,AGT03304,Farm,Manitoba,2024-06-10,2025-06-10,779.61,Renewed,EFT,No
POL007755,CUST003917,AGT00585,Auto,British Columbia,2021-09-28,2022-09-28,3422.69,Active,EFT,No
POL007756,CUST007937,AGT09056,Auto,British Columbia,2021-11-13,2022-11-13,4493.16,Cancelled,Cheque,Yes
POL007757,CUST001226,AGT03919,Tenant,Ontario,2025-06-15,2026-06-15,7752.69,Lapsed,EFT,Yes
POL007758,CUST000273,AGT09118,Auto,Manitoba,2021-03-26,2022-03-26,7206.45,Cancelled,Credit Card,Yes
POL007759,CUST006075,AGT07703,Tenant,Alberta,2021-01-21,2022-01-21,5236.18,Active,EFT,Yes
POL007760,CUST000725,AGT01618,Life,Quebec,2024-09-13,2025-09-13,2021.99,Cancelled,EFT,Yes
POL007761,CUST004411,AGT02201,Farm,Quebec,2023-01-12,2024-01-12,3706.22,Active,Credit Card,Yes
POL007762,CUST001499,AGT03871,Commercial,British Columbia,2021-03-03,2022-03-03,5228.92,Cancelled,EFT,Yes
POL007763,CUST001402,AGT08594,Home,Alberta,2025-12-28,2026-12-28,1758.33,Active,PAD,No
POL007764,CUST006765,AGT03678,Life,Manitoba,2023-02-26,2024-02-26,7009.86,Cancelled,EFT,Yes
POL007765,CUST006785,AGT08554,Auto,British Columbia,2023-06-16,2024-06-15,7119.54,Renewed,Credit Card,Yes
POL007766,CUST003156,AGT01800,Life,Alberta,2025-03-16,2026-03-16,3516.27,Active,Credit Card,Yes
POL007767,CUST005163,AGT06944,Commercial,Ontario,2022-11-18,2023-11-18,6094.31,Active,Cheque,No
POL007768,CUST005783,AGT08203,Home,Saskatchewan,2023-11-13,2024-11-12,7306.55,Cancelled,EFT,Yes
POL007769,CUST002678,AGT01814,Home,Manitoba,2023-04-02,2024-04-01,918.41,Renewed,EFT,No
POL007770,CUST006599,AGT04655,Home,British Columbia,2021-07-31,2022-07-31,6707.35,Cancelled,Credit Card,No
POL007771,CUST001431,AGT04640,Commercial,Alberta,2025-11-30,2026-11-30,1700.06,Renewed,Credit Card,Yes
POL007772,CUST000556,AGT04230,Life,Ontario,2022-02-23,2023-02-23,4700.33,Renewed,EFT,No
POL007773,CUST003835,AGT00999,Home,Ontario,2023-04-23,2024-04-22,6982.38,Lapsed,PAD,No
POL007774,CUST004391,AGT03415,Commercial,Saskatchewan,2024-12-22,2025-12-22,6561.05,Lapsed,Credit Card,No
POL007775,CUST004792,AGT02597,Home,Quebec,2022-02-21,2023-02-21,5813.52,Lapsed,Credit Card,No
POL007776,CUST002919,AGT08404,Commercial,Quebec,2025-12-04,2026-12-04,4645.67,Active,PAD,Yes
POL007777,CUST001744,AGT02425,Commercial,British Columbia,2023-12-06,2024-12-05,1220.8,Renewed,Cheque,No
POL007778,CUST001585,AGT02473,Auto,Ontario,2022-03-20,2023-03-20,974.93,Cancelled,EFT,Yes
POL007779,CUST002111,AGT08120,Tenant,Manitoba,2022-06-15,2023-06-15,5746.1,Renewed,EFT,Yes
POL007780,CUST002056,AGT00541,Farm,British Columbia,2024-08-12,2025-08-12,5738.01,Cancelled,EFT,Yes
POL007781,CUST004214,AGT04077,Farm,Saskatchewan,2024-06-28,2025-06-28,2629.98,Cancelled,PAD,No
POL007782,CUST005854,AGT01347,Life,Ontario,2022-12-16,2023-12-16,3761.87,Renewed,EFT,No
POL007783,CUST003838,AGT04385,Tenant,Alberta,2024-07-13,2025-07-13,6389.67,Lapsed,Cheque,No
POL007784,CUST007149,AGT00721,Tenant,Quebec,2025-06-12,2026-06-12,2650.94,Active,PAD,No
POL007785,CUST004466,AGT03110,Tenant,Ontario,2024-11-05,2025-11-05,7126.17,Lapsed,Credit Card,Yes
POL007786,CUST002837,AGT03441,Tenant,Quebec,2024-04-17,2025-04-17,5435.16,Active,PAD,Yes
POL007787,CUST000347,AGT06717,Life,British Columbia,2024-06-28,2025-06-28,1594.45,Renewed,Cheque,No
POL007788,CUST006220,AGT04287,Auto,Alberta,2022-08-08,2023-08-08,3202.83,Lapsed,Cheque,No
POL007789,CUST002096,AGT05673,Auto,Ontario,2022-04-01,2023-04-01,7073.87,Renewed,PAD,Yes
POL007790,CUST002663,AGT06322,Farm,Alberta,2022-12-04,2023-12-04,7329.54,Lapsed,EFT,No
POL007791,CUST001426,AGT09842,Farm,Ontario,2023-04-21,2024-04-20,3542.54,Active,Cheque,Yes
POL007792,CUST007359,AGT02507,Tenant,Ontario,2023-01-16,2024-01-16,3057.61,Lapsed,PAD,No
POL007793,CUST004269,AGT00063,Commercial,Ontario,2022-05-20,2023-05-20,4780.67,Active,PAD,Yes
POL007794,CUST002921,AGT05088,Farm,Saskatchewan,2025-06-17,2026-06-17,2424.84,Renewed,Credit Card,No
POL007795,CUST005948,AGT05012,Commercial,Saskatchewan,2022-05-07,2023-05-07,6083.58,Active,PAD,Yes
POL007796,CUST000226,AGT06044,Life,British Columbia,2024-04-17,2025-04-17,4883.56,Renewed,PAD,Yes
POL007797,CUST007138,AGT04525,Auto,Quebec,2025-11-12,2026-11-12,2884.72,Active,PAD,No
POL007798,CUST006985,AGT04719,Farm,Manitoba,2021-01-19,2022-01-19,5901.04,Renewed,PAD,No
POL007799,CUST004105,AGT07074,Commercial,Ontario,2021-09-15,2022-09-15,3062.8,Active,EFT,Yes
POL007800,CUST002815,AGT04195,Commercial,Quebec,2023-09-15,2024-09-14,6524.33,Active,PAD,Yes
POL007801,CUST006028,AGT00508,Tenant,Ontario,2025-10-29,2026-10-29,3401.41,Renewed,Cheque,Yes
POL007802,CUST000722,AGT01519,Farm,Manitoba,2022-05-19,2023-05-19,1010.81,Lapsed,Cheque,Yes
POL007803,CUST001140,AGT00687,Life,Alberta,2024-08-25,2025-08-25,1403.95,Lapsed,Credit Card,No
POL007804,CUST004967,AGT06189,Tenant,Alberta,2022-03-10,2023-03-10,4574.14,Active,Cheque,No
POL007805,CUST001124,AGT01530,Home,Alberta,2021-05-21,2022-05-21,7834.58,Cancelled,Credit Card,No
POL007806,CUST004866,AGT00431,Life,Saskatchewan,2023-07-27,2024-07-26,5426.91,Cancelled,Cheque,Yes
POL007807,CUST007806,AGT09989,Farm,Alberta,2023-08-16,2024-08-15,6278.34,Renewed,PAD,No
POL007808,CUST007384,AGT01104,Auto,British Columbia,2024-07-03,2025-07-03,978.74,Active,PAD,No
POL007809,CUST006151,AGT06735,Farm,Alberta,2022-05-18,2023-05-18,635.31,Lapsed,Cheque,Yes
POL007810,CUST007880,AGT07165,Commercial,Ontario,2023-02-27,2024-02-27,5498.97,Lapsed,EFT,Yes
POL007811,CUST001737,AGT02391,Auto,Saskatchewan,2024-07-31,2025-07-31,6377.6,Active,Cheque,No
POL007812,CUST001322,AGT06307,Farm,Saskatchewan,2023-05-27,2024-05-26,4143.52,Cancelled,Credit Card,Yes
POL007813,CUST002301,AGT07766,Commercial,Saskatchewan,2022-02-19,2023-02-19,1945.6,Lapsed,Cheque,Yes
POL007814,CUST006873,AGT09729,Life,Quebec,2024-04-29,2025-04-29,6637.09,Lapsed,Credit Card,No
POL007815,CUST001652,AGT01907,Commercial,Manitoba,2025-05-31,2026-05-31,6324.4,Renewed,PAD,No
POL007816,CUST005815,AGT03660,Auto,British Columbia,2024-04-25,2025-04-25,4629.65,Renewed,Credit Card,Yes
POL007817,CUST007442,AGT05136,Farm,Saskatchewan,2022-11-15,2023-11-15,4060.99,Active,PAD,Yes
POL007818,CUST003911,AGT03723,Life,Ontario,2021-04-01,2022-04-01,1421.02,Lapsed,PAD,No
POL007819,CUST003898,AGT03432,Tenant,Quebec,2021-07-14,2022-07-14,7032.88,Lapsed,Credit Card,Yes
POL007820,CUST004460,AGT00201,Farm,Manitoba,2023-10-04,2024-10-03,3724.94,Lapsed,PAD,No
POL007821,CUST004100,AGT07302,Tenant,Saskatchewan,2025-01-26,2026-01-26,3952.49,Renewed,PAD,Yes
POL007822,CUST000846,AGT05499,Commercial,Quebec,2023-01-04,2024-01-04,6373.37,Cancelled,EFT,No
POL007823,CUST004301,AGT09901,Commercial,Alberta,2022-06-15,2023-06-15,1087.08,Renewed,Credit Card,No
POL007824,CUST007931,AGT00858,Farm,Manitoba,2022-02-20,2023-02-20,2209.39,Active,Cheque,No
POL007825,CUST005834,AGT01934,Home,Saskatchewan,2021-06-29,2022-06-29,1467.72,Renewed,Cheque,No
POL007826,CUST006245,AGT08103,Life,Ontario,2024-06-12,2025-06-12,5094.99,Active,Cheque,Yes
POL007827,CUST005133,AGT03495,Home,British Columbia,2022-01-08,2023-01-08,2256.1,Lapsed,Cheque,Yes
POL007828,CUST006359,AGT04865,Farm,Ontario,2021-06-14,2022-06-14,6346.21,Cancelled,Credit Card,Yes
POL007829,CUST004832,AGT08282,Tenant,Saskatchewan,2022-02-06,2023-02-06,4337.08,Cancelled,Cheque,No
POL007830,CUST002486,AGT00237,Home,Alberta,2023-03-17,2024-03-16,2626.36,Active,Cheque,No
POL007831,CUST002568,AGT07212,Home,Saskatchewan,2021-05-11,2022-05-11,6018.98,Active,Credit Card,Yes
POL007832,CUST005094,AGT09502,Life,British Columbia,2021-09-11,2022-09-11,804.26,Lapsed,EFT,No
POL007833,CUST001079,AGT02382,Auto,Saskatchewan,2025-09-09,2026-09-09,6010.77,Active,PAD,No
POL007834,CUST001604,AGT03013,Tenant,Quebec,2023-06-24,2024-06-23,6332.94,Renewed,Cheque,No
POL007835,CUST006058,AGT03427,Home,Ontario,2023-01-10,2024-01-10,4213.27,Active,Cheque,Yes
POL007836,CUST007861,AGT04615,Commercial,Saskatchewan,2024-08-24,2025-08-24,6878.11,Renewed,Credit Card,Yes
POL007837,CUST004671,AGT00770,Farm,Alberta,2021-01-11,2022-01-11,3262.99,Active,PAD,No
POL007838,CUST004472,AGT05535,Auto,Quebec,2021-08-03,2022-08-03,4488.43,Cancelled,Credit Card,No
POL007839,CUST004908,AGT01869,Tenant,Manitoba,2022-01-27,2023-01-27,4308.74,Cancelled,EFT,No
POL007840,CUST001300,AGT08043,Farm,Saskatchewan,2025-12-18,2026-12-18,3572.67,Active,PAD,Yes
POL007841,CUST005091,AGT06362,Tenant,British Columbia,2021-03-17,2022-03-17,4722.44,Renewed,PAD,No
POL007842,CUST002961,AGT06790,Auto,Manitoba,2021-09-24,2022-09-24,2660.92,Renewed,EFT,No
POL007843,CUST003861,AGT07347,Tenant,Ontario,2025-01-31,2026-01-31,3343.6,Active,Cheque,No
POL007844,CUST000676,AGT07337,Home,Ontario,2025-11-08,2026-11-08,4600.13,Cancelled,Cheque,Yes
POL007845,CUST006547,AGT06006,Farm,Alberta,2025-09-13,2026-09-13,1073.04,Cancelled,EFT,Yes
POL007846,CUST007400,AGT06815,Auto,Quebec,2025-03-04,2026-03-04,2797.4,Lapsed,Credit Card,No
POL007847,CUST005604,AGT05859,Life,Ontario,2021-11-19,2022-11-19,7067.41,Lapsed,Credit Card,No
POL007848,CUST003922,AGT06557,Commercial,Saskatchewan,2024-04-15,2025-04-15,1423.59,Renewed,PAD,Yes
POL007849,CUST003267,AGT01367,Life,Manitoba,2025-07-22,2026-07-22,4037.15,Active,PAD,No
POL007850,CUST002202,AGT01361,Farm,Quebec,2025-08-01,2026-08-01,7065.03,Lapsed,EFT,Yes
POL007851,CUST000858,AGT04284,Life,Manitoba,2021-08-17,2022-08-17,573.17,Lapsed,Cheque,Yes
POL007852,CUST004514,AGT05513,Tenant,British Columbia,2021-05-18,2022-05-18,4758.44,Cancelled,Cheque,No
POL007853,CUST005516,AGT00843,Farm,Quebec,2023-01-26,2024-01-26,5671.61,Lapsed,EFT,No
POL007854,CUST000074,AGT09169,Tenant,Saskatchewan,2022-03-10,2023-03-10,6884.11,Active,Credit Card,No
POL007855,CUST004229,AGT00008,Tenant,British Columbia,2024-05-07,2025-05-07,1332.81,Cancelled,Cheque,No
POL007856,CUST005729,AGT06126,Home,Alberta,2023-01-21,2024-01-21,3908.01,Lapsed,Cheque,No
POL007857,CUST007914,AGT04090,Life,Manitoba,2025-04-05,2026-04-05,5198.84,Renewed,Credit Card,Yes
POL007858,CUST001786,AGT07392,Commercial,British Columbia,2021-04-01,2022-04-01,3456.11,Active,PAD,No
POL007859,CUST007082,AGT06974,Auto,Ontario,2024-05-28,2025-05-28,3733.35,Renewed,EFT,No
POL007860,CUST004802,AGT05798,Home,Quebec,2022-01-04,2023-01-04,3717.4,Active,EFT,No
POL007861,CUST005027,AGT08519,Life,Alberta,2023-02-11,2024-02-11,6722.49,Active,Cheque,No
POL007862,CUST002944,AGT05740,Auto,Quebec,2021-08-11,2022-08-11,7614.03,Cancelled,Credit Card,Yes
POL007863,CUST005182,AGT07304,Commercial,Saskatchewan,2025-11-01,2026-11-01,5301.8,Lapsed,Cheque,Yes
POL007864,CUST005301,AGT06710,Farm,Saskatchewan,2022-02-22,2023-02-22,2041.94,Cancelled,Credit Card,Yes
POL007865,CUST004620,AGT09108,Commercial,Quebec,2021-04-04,2022-04-04,4981.09,Cancelled,Credit Card,Yes
POL007866,CUST005402,AGT04730,Home,Ontario,2022-10-15,2023-10-15,1087.08,Renewed,Credit Card,Yes
POL007867,CUST001487,AGT04942,Auto,Manitoba,2022-08-13,2023-08-13,6303.74,Cancelled,Cheque,No
POL007868,CUST006192,AGT08653,Commercial,Manitoba,2023-12-26,2024-12-25,3440.72,Lapsed,Credit Card,Yes
