claim_id,policy_id,agent_id,claim_type,claim_date,resolution_date,claim_amount,approved_amount,status,region,days_to_resolve
CLM007230,POL008372,AGT08854,Flood,2023-05-30,2023-06-02,69268.6,25974.45,Denied,Quebec,3
CLM007231,POL003920,AGT04185,Collision,2023-01-01,2023-04-17,12408.3,11050.22,In Review,Saskatchewan,106
CLM007232,POL006947,AGT02965,Collision,2025-02-04,2025-04-29,65969.83,46759.09,Open,Saskatchewan,84
CLM007233,POL003219,AGT06879,Liability,2024-10-16,2024-11-12,10857.8,0,Denied,Ontario,27
CLM007234,POL007496,AGT08635,Wind/Hail,2023-04-26,2023-06-06,5590.39,3406.81,Denied,British Columbia,41
CLM007235,POL009194,AGT05058,Wind/Hail,2021-03-23,2021-06-23,3821.22,241.25,Closed,Ontario,92
CLM007236,POL007103,AGT01841,Fire,2022-11-07,2022-12-04,65664.83,4582.35,Approved,Ontario,27
CLM007237,POL007117,AGT03260,Wind/Hail,2024-09-25,2024-11-09,14923.87,8841.26,Open,British Columbia,45
CLM007238,POL002929,AGT08482,Fire,2022-04-19,2022-06-09,19577.87,5288.22,Approved,Manitoba,51
CLM007239,POL007430,AGT08273,Fire,2024-11-06,2024-12-12,23361.6,0,Approved,Manitoba,36
CLM007240,POL005746,AGT00867,Liability,2022-02-10,2022-04-04,36128.15,23964.12,Approved,British Columbia,53
CLM007241,POL002675,AGT01109,Water Damage,2024-01-27,2024-04-04,30721.63,24790.83,In Review,Manitoba,68
CLM007242,POL001037,AGT03150,Theft,2021-05-07,2021-06-22,62678.11,49010.81,Denied,Manitoba,46
CLM007243,POL009666,AGT02622,Collision,2023-11-16,2023-12-25,35983.51,34308.43,Closed,Ontario,39
CLM007244,POL001329,AGT03147,Water Damage,2021-12-11,2022-01-28,68257.02,37921.18,Denied,Saskatchewan,48
CLM007245,POL008220,AGT02072,Theft,2021-08-25,2021-11-28,72450.35,34893.22,In Review,Ontario,95
CLM007246,POL006349,AGT01490,Flood,2023-12-10,2024-02-06,27995.09,0,Denied,British Columbia,58
CLM007247,POL005450,AGT06520,Collision,2021-12-30,2022-02-16,62264.48,48959.46,Approved,Alberta,48
CLM007248,POL002318,AGT08307,Flood,2023-12-22,2024-02-10,51241.64,12710.25,Open,Saskatchewan,50
CLM007249,POL000030,AGT07178,Flood,2024-04-19,2024-06-24,72046.26,42305.31,Open,Manitoba,66
CLM007250,POL002904,AGT01388,Fire,2022-09-07,2022-12-18,8076.21,5091.94,Approved,Saskatchewan,102
CLM007251,POL009887,AGT08656,Liability,2024-08-28,2024-12-16,38029.47,20760.98,Open,British Columbia,110
CLM007252,POL006017,AGT01794,Flood,2024-07-21,2024-09-20,54346.73,43566.06,Open,Manitoba,61
CLM007253,POL006329,AGT02406,Theft,2023-03-20,2023-03-28,17380.49,0,Closed,British Columbia,8
CLM007254,POL001600,AGT00420,Collision,2025-03-14,2025-06-03,29635.39,15153.42,Approved,Saskatchewan,81
CLM007255,POL004094,AGT00294,Water Damage,2025-11-18,2025-12-23,60584.77,0,In Review,Manitoba,35
CLM007256,POL000043,AGT09235,Collision,2022-08-01,2022-08-28,65623.2,0,Closed,British Columbia,27
CLM007257,POL006840,AGT00895,Fire,2024-09-23,2024-12-17,38452.82,31758.18,Closed,British Columbia,85
CLM007258,POL002237,AGT04159,Liability,2024-05-19,2024-06-22,50440.98,17014.82,Denied,Ontario,34
CLM007259,POL004666,AGT09138,Theft,2024-12-17,2025-02-15,69315.94,24665.77,Denied,Alberta,60
CLM007260,POL008115,AGT03205,Wind/Hail,2021-01-09,2021-01-17,33512.84,0,Open,Alberta,8
CLM007261,POL007235,AGT06305,Wind/Hail,2023-06-19,2023-07-26,24146.45,20486.14,Approved,Manitoba,37
CLM007262,POL004620,AGT02478,Water Damage,2024-05-24,2024-06-01,3260.96,359.37,Open,Alberta,8
CLM007263,POL001600,AGT01167,Fire,2023-04-23,2023-07-01,61455.01,0,Closed,Manitoba,69
CLM007264,POL002764,AGT09001,Collision,2025-03-01,2025-06-13,19191.9,16259.69,Closed,Saskatchewan,104
CLM007265,POL009168,AGT02559,Flood,2023-04-25,2023-08-10,37561.59,25208.89,Closed,Quebec,107
CLM007266,POL006845,AGT03916,Fire,2025-01-10,2025-04-10,13099.19,4810.85,Closed,British Columbia,90
CLM007267,POL002520,AGT09110,Flood,2021-02-07,2021-06-03,14753.63,8449.65,Denied,Quebec,116
CLM007268,POL003309,AGT02457,Flood,2023-12-29,2024-03-30,50435.98,0,Denied,Saskatchewan,92
CLM007269,POL004848,AGT03362,Collision,2025-05-21,2025-09-01,37422.26,1055.11,Closed,Ontario,103
CLM007270,POL009354,AGT04517,Liability,2021-03-04,2021-04-28,24127.54,0,Closed,Saskatchewan,55
CLM007271,POL009255,AGT02741,Theft,2023-01-09,2023-01-10,17701.66,0,In Review,Alberta,1
CLM007272,POL007281,AGT05900,Theft,2025-02-16,2025-06-05,67815.1,45728.27,Denied,British Columbia,109
CLM007273,POL003504,AGT08663,Wind/Hail,2022-07-24,2022-10-17,69087.02,18747.33,Open,Ontario,85
CLM007274,POL009322,AGT00042,Flood,2021-12-24,2022-02-23,11160.07,1756.93,In Review,Manitoba,61
CLM007275,POL005812,AGT04799,Water Damage,2022-11-13,2023-03-01,13620.54,0,In Review,Quebec,108
CLM007276,POL005010,AGT08045,Fire,2022-11-21,2023-01-17,38833.53,0,Closed,Quebec,57
CLM007277,POL009512,AGT04082,Fire,2024-04-14,2024-08-11,60718.24,47759.26,Closed,British Columbia,119
CLM007278,POL005258,AGT01680,Wind/Hail,2024-07-05,2024-07-14,60486.74,13068.8,Denied,Ontario,9
CLM007279,POL005230,AGT03865,Collision,2023-03-07,2023-04-07,69802.58,42983.67,In Review,British Columbia,31
CLM007280,POL000219,AGT09173,Wind/Hail,2022-09-22,2022-10-21,35553.17,28348.19,Open,Quebec,29
CLM007281,POL003713,AGT09416,Liability,2021-11-01,2021-11-30,41383.98,7356.94,In Review,Quebec,29
CLM007282,POL004391,AGT04507,Water Damage,2023-03-16,2023-06-01,16392.92,6040.35,Denied,Alberta,77
CLM007283,POL001709,AGT06563,Fire,2024-01-24,2024-01-25,61408.51,6729.15,Denied,Manitoba,1
CLM007284,POL004974,AGT06286,Theft,2023-01-10,2023-04-01,31837.51,0,Denied,Quebec,81
CLM007285,POL003871,AGT00475,Liability,2023-07-05,2023-09-30,9802.53,9031.26,Denied,Manitoba,87
CLM007286,POL009721,AGT07865,Wind/Hail,2023-11-11,2023-11-28,4406.84,2602.73,Closed,Alberta,17
CLM007287,POL006885,AGT06180,Liability,2023-07-14,2023-10-30,53680.87,12468.67,Closed,British Columbia,108
CLM007288,POL003629,AGT01542,Liability,2023-03-21,2023-06-15,25739.78,20932.47,Open,Saskatchewan,86
CLM007289,POL001076,AGT01345,Wind/Hail,2022-11-09,2023-01-11,30398.78,1362.68,Denied,Saskatchewan,63
CLM007290,POL001276,AGT08884,Flood,2024-01-09,2024-03-31,25461.56,17687.72,Open,Alberta,82
CLM007291,POL002205,AGT08642,Theft,2022-12-28,2023-02-19,74980.1,0,Approved,British Columbia,53
CLM007292,POL006440,AGT02744,Fire,2025-05-16,2025-06-01,32744.98,23389.87,Closed,Saskatchewan,16
CLM007293,POL007132,AGT03068,Fire,2023-02-16,2023-05-18,46424.91,32241.17,Closed,Manitoba,91
CLM007294,POL005300,AGT03627,Collision,2025-11-11,2025-12-16,53650.52,2327.12,Open,Ontario,35
CLM007295,POL009645,AGT03414,Liability,2022-07-08,2022-07-31,36722.71,17147.62,Open,Manitoba,23
CLM007296,POL001669,AGT08139,Theft,2023-05-01,2023-05-21,13573.69,0,Closed,Quebec,20
CLM007297,POL006279,AGT04465,Wind/Hail,2024-11-04,2025-01-23,54747.78,0,Open,Alberta,80
CLM007298,POL005406,AGT06910,Fire,2024-08-25,2024-11-19,30102.59,9360.28,Approved,Manitoba,86
CLM007299,POL003218,AGT03800,Liability,2022-04-21,2022-05-06,20606.91,0,Open,Quebec,15
CLM007300,POL000820,AGT05567,Water Damage,2025-03-29,2025-06-05,5128.99,4677.14,In Review,Manitoba,68
CLM007301,POL002834,AGT05498,Liability,2024-06-08,2024-07-17,12731.94,567.87,Closed,Ontario,39
CLM007302,POL005070,AGT03822,Collision,2024-07-10,2024-09-23,51354.13,14273.01,Approved,Ontario,75
CLM007303,POL004422,AGT09950,Water Damage,2021-08-06,2021-09-23,34058.42,29821.38,Open,Quebec,48
CLM007304,POL000357,AGT04903,Fire,2021-05-18,2021-08-04,31106.36,0,Open,Ontario,78
CLM007305,POL005894,AGT07906,Collision,2022-12-04,2023-01-18,11965.27,1347.72,Closed,British Columbia,45
CLM007306,POL002948,AGT06568,Liability,2025-04-26,2025-08-24,17948.08,10191.2,Closed,Manitoba,120
CLM007307,POL009828,AGT01057,Collision,2021-03-07,2021-03-08,72229.12,3348.58,Denied,Alberta,1
CLM007308,POL004921,AGT09569,Liability,2022-01-07,2022-03-12,70528.6,62137.1,Closed,Alberta,64
CLM007309,POL009139,AGT03371,Fire,2023-02-14,2023-02-15,71419.19,57149.5,In Review,Manitoba,1
CLM007310,POL008545,AGT06256,Fire,2021-06-01,2021-08-17,50629.61,14691.02,Denied,Manitoba,77
CLM007311,POL004465,AGT04854,Wind/Hail,2025-07-09,2025-10-29,5763.8,0,In Review,Alberta,112
CLM007312,POL003026,AGT06640,Collision,2022-01-11,2022-04-19,5127.87,4597.0,Closed,Manitoba,98
CLM007313,POL006993,AGT06076,Water Damage,2024-05-23,2024-07-02,38560.22,7270.31,Approved,Manitoba,40
CLM007314,POL003815,AGT03393,Liability,2024-05-19,2024-06-25,53825.22,41240.93,Open,Ontario,37
CLM007315,POL006130,AGT05703,Water Damage,2024-03-01,2024-06-28,38891.4,25885.3,In Review,Manitoba,119
CLM007316,POL005032,AGT00212,Fire,2022-08-25,2022-11-21,63071.11,26784.69,In Review,Saskatchewan,88
CLM007317,POL007104,AGT02627,Collision,2025-08-11,2025-09-25,61973.28,59940.35,Closed,British Columbia,45
CLM007318,POL004713,AGT07021,Wind/Hail,2022-10-24,2023-01-31,64644.13,13848.18,In Review,Manitoba,99
CLM007319,POL005447,AGT01681,Collision,2021-11-21,2022-03-19,67585.7,27423.72,Approved,Manitoba,118
CLM007320,POL005726,AGT00177,Collision,2023-01-27,2023-04-06,20117.79,11647.95,Open,Saskatchewan,69
CLM007321,POL004679,AGT08770,Theft,2022-07-30,2022-10-05,15351.15,10673.45,Open,Manitoba,67
CLM007322,POL003253,AGT09729,Flood,2021-01-29,2021-04-30,52644.94,226.36,Open,Alberta,91
CLM007323,POL007010,AGT00522,Wind/Hail,2022-09-11,2022-09-13,29572.45,22638.54,Denied,British Columbia,2
CLM007324,POL002923,AGT09362,Water Damage,2021-04-25,2021-06-27,50608.87,0,Approved,Saskatchewan,63
CLM007325,POL002921,AGT08660,Flood,2022-03-13,2022-03-14,19889.48,0,In Review,British Columbia,1
CLM007326,POL005038,AGT07947,Wind/Hail,2022-03-08,2022-05-23,69491.03,0,Approved,Ontario,76
CLM007327,POL005233,AGT00409,Water Damage,2023-04-24,2023-05-31,29742.45,1672.71,Open,Manitoba,37
CLM007328,POL004035,AGT03316,Flood,2023-04-12,2023-05-26,6028.63,5950.67,In Review,Alberta,44
CLM007329,POL003165,AGT03618,Theft,2021-06-03,2021-08-13,35233.77,27740.6,Open,British Columbia,71
CLM007330,POL009086,AGT02546,Flood,2021-05-31,2021-09-24,22447.45,19098.29,Denied,Quebec,116
CLM007331,POL001558,AGT02653,Collision,2025-03-28,2025-04-03,39180.99,18648.83,Approved,Ontario,6
CLM007332,POL009753,AGT03933,Fire,2025-02-16,2025-05-11,17202.96,9008.79,Closed,Saskatchewan,84
CLM007333,POL001613,AGT00533,Theft,2022-09-14,2022-10-10,30386.35,2651.55,In Review,British Columbia,26
CLM007334,POL000823,AGT05386,Water Damage,2024-08-31,2024-11-20,66972.84,7251.64,Open,British Columbia,81
CLM007335,POL005345,AGT01546,Water Damage,2024-11-19,2025-01-02,3164.29,406.3,Closed,British Columbia,44
CLM007336,POL002192,AGT00256,Liability,2024-12-11,2025-01-22,15891.05,0,Denied,Ontario,42
CLM007337,POL007111,AGT08046,Theft,2024-11-26,2025-01-12,43558.59,20972.35,In Review,Saskatchewan,47
CLM007338,POL008118,AGT05987,Fire,2021-05-06,2021-06-07,64352.38,34622.92,Denied,British Columbia,32
CLM007339,POL005331,AGT01703,Fire,2024-04-01,2024-04-30,5075.32,1846.02,In Review,British Columbia,29
CLM007340,POL001547,AGT00001,Liability,2022-10-12,2023-01-10,45050.97,0,Approved,Manitoba,90
CLM007341,POL004144,AGT03381,Wind/Hail,2024-02-19,2024-04-12,40496.46,34215.74,Closed,Quebec,53
CLM007342,POL003414,AGT08471,Wind/Hail,2021-02-13,2021-03-28,33489.82,23538.94,Closed,Manitoba,43
CLM007343,POL004011,AGT03425,Wind/Hail,2022-06-22,2022-07-23,60796.41,12084.22,In Review,Quebec,31
CLM007344,POL005280,AGT00757,Liability,2021-08-11,2021-09-10,59653.29,0,Approved,Quebec,30
CLM007345,POL008807,AGT04907,Wind/Hail,2022-02-18,2022-04-24,43098.65,0,Open,Quebec,65
CLM007346,POL002898,AGT08442,Wind/Hail,2024-05-13,2024-08-13,37436.15,25693.71,Closed,Saskatchewan,92
CLM007347,POL001878,AGT07158,Water Damage,2023-07-19,2023-09-17,51134.64,0,Closed,Alberta,60
CLM007348,POL001080,AGT09297,Wind/Hail,2024-03-09,2024-05-24,26093.84,18554.62,Denied,British Columbia,76
CLM007349,POL005995,AGT00857,Collision,2022-05-01,2022-05-16,59801.45,3912.66,Closed,Alberta,15
CLM007350,POL004235,AGT08863,Fire,2022-09-18,2022-10-04,72497.63,61033.79,Approved,Manitoba,16
CLM007351,POL002355,AGT01690,Fire,2021-05-17,2021-07-22,41285.89,27819.4,Closed,Ontario,66
CLM007352,POL001727,AGT08971,Fire,2021-09-09,2021-12-11,62323.49,45192.46,In Review,British Columbia,93
CLM007353,POL009912,AGT02175,Collision,2024-02-07,2024-05-27,41423.71,0,Open,British Columbia,110
CLM007354,POL007020,AGT09424,Collision,2023-04-01,2023-05-13,71632.65,34794.79,Denied,Ontario,42
CLM007355,POL001521,AGT04156,Wind/Hail,2022-11-26,2023-03-01,59232.12,0,Denied,Quebec,95
CLM007356,POL009037,AGT02926,Fire,2023-02-28,2023-04-19,6987.55,4603.24,Open,Saskatchewan,50
CLM007357,POL000056,AGT00499,Flood,2023-03-12,2023-05-10,37603.29,21647.42,Open,Quebec,59
CLM007358,POL002706,AGT03939,Liability,2022-11-18,2022-12-01,16889.89,8403.82,Approved,British Columbia,13
CLM007359,POL003652,AGT09945,Fire,2022-09-08,2022-12-07,47451.71,0,Approved,Manitoba,90
CLM007360,POL007193,AGT04700,Water Damage,2022-05-15,2022-07-16,19018.9,0,Closed,Quebec,62
CLM007361,POL009909,AGT07983,Flood,2022-11-24,2023-03-22,34392.59,0,Denied,British Columbia,118
CLM007362,POL000686,AGT08907,Wind/Hail,2021-09-08,2022-01-06,27177.68,1706.13,Approved,Saskatchewan,120
CLM007363,POL003646,AGT09436,Liability,2021-08-05,2021-08-21,46081.16,2052.84,Approved,Saskatchewan,16
CLM007364,POL006541,AGT06077,Liability,2022-06-21,2022-08-09,74080.68,0,Approved,Manitoba,49
CLM007365,POL006110,AGT04193,Liability,2021-10-01,2021-11-23,20962.85,6912.74,Denied,Manitoba,53
CLM007366,POL002755,AGT03897,Water Damage,2025-05-19,2025-07-12,32553.98,0,Closed,Alberta,54
CLM007367,POL005019,AGT04912,Flood,2023-10-09,2024-01-02,45825.55,39371.91,In Review,Manitoba,85
CLM007368,POL003027,AGT09311,Flood,2021-02-05,2021-02-08,39341.34,20012.85,Open,Ontario,3
CLM007369,POL004932,AGT07826,Collision,2021-08-10,2021-11-04,48763.85,0,In Review,Alberta,86
CLM007370,POL009095,AGT05686,Flood,2022-09-18,2022-11-06,27836.11,627.14,Approved,Alberta,49
CLM007371,POL005536,AGT04320,Wind/Hail,2024-10-17,2024-12-11,40657.04,11767.54,Open,Alberta,55
CLM007372,POL001320,AGT09241,Water Damage,2023-01-30,2023-03-09,10310.92,8617.58,Closed,British Columbia,38
CLM007373,POL004109,AGT07738,Wind/Hail,2021-04-25,2021-07-29,70286.58,38207.26,Open,Ontario,95
CLM007374,POL003272,AGT09364,Fire,2022-02-22,2022-03-15,19433.36,195.34,Denied,Saskatchewan,21
CLM007375,POL002474,AGT04148,Water Damage,2025-04-01,2025-06-23,71104.81,37677.98,Closed,Ontario,83
CLM007376,POL007900,AGT05162,Collision,2025-01-21,2025-02-14,16873.53,6912.95,In Review,Ontario,24
CLM007377,POL009506,AGT07376,Theft,2025-10-07,2025-10-22,25183.94,14298.77,Denied,Quebec,15
CLM007378,POL009064,AGT05977,Flood,2025-03-23,2025-06-20,28242.22,14296.04,Open,Saskatchewan,89
CLM007379,POL001476,AGT02013,Wind/Hail,2023-03-16,2023-06-22,11877.77,0,Closed,Alberta,98
CLM007380,POL007032,AGT02673,Wind/Hail,2022-12-13,2023-02-07,2392.1,2183.25,Open,Manitoba,56
CLM007381,POL009163,AGT09674,Fire,2024-02-26,2024-04-24,21062.66,12857.79,Approved,Ontario,58
CLM007382,POL001901,AGT09676,Theft,2025-03-10,2025-05-04,4010.0,3817.68,In Review,Saskatchewan,55
CLM007383,POL009623,AGT01276,Flood,2022-02-11,2022-05-15,10621.75,5908.26,Denied,Quebec,93
CLM007384,POL009375,AGT01637,Fire,2023-04-08,2023-06-05,64769.37,23883.39,In Review,British Columbia,58
CLM007385,POL000372,AGT03975,Collision,2024-10-09,2024-10-15,5309.41,1217.93,In Review,Manitoba,6
CLM007386,POL004672,AGT06676,Water Damage,2021-11-10,2021-11-20,62782.63,57431.94,Denied,Ontario,10
CLM007387,POL009976,AGT01036,Water Damage,2024-07-18,2024-11-14,70966.02,49125.72,Denied,Saskatchewan,119
CLM007388,POL000467,AGT05451,Theft,2024-08-15,2024-12-09,29383.0,4093.82,Closed,Quebec,116
CLM007389,POL000736,AGT07359,Collision,2025-09-21,2026-01-11,56917.55,4349.25,Closed,British Columbia,112
CLM007390,POL005344,AGT03790,Fire,2021-05-06,2021-08-16,56956.84,0,In Review,Saskatchewan,102
CLM007391,POL006751,AGT03596,Wind/Hail,2021-11-20,2021-12-19,22860.63,1215.31,Approved,Ontario,29
CLM007392,POL006472,AGT05773,Fire,2021-02-21,2021-03-28,22230.01,0,In Review,Ontario,35
CLM007393,POL008764,AGT04549,Theft,2024-09-24,2025-01-13,24712.14,11828.86,Open,Quebec,111
CLM007394,POL001544,AGT00590,Wind/Hail,2023-10-10,2023-10-15,49880.4,9338.03,Open,British Columbia,5
CLM007395,POL003269,AGT01801,Water Damage,2025-03-14,2025-05-26,39865.5,33957.98,Denied,Ontario,73
CLM007396,POL008952,AGT07533,Collision,2024-11-04,2024-12-24,21292.36,7724.34,Open,Ontario,50
CLM007397,POL008065,AGT06653,Fire,2022-05-11,2022-09-06,16509.25,7503.32,Approved,Ontario,118
CLM007398,POL002495,AGT04002,Fire,2021-05-02,2021-07-18,18319.19,12856.65,In Review,Ontario,77
CLM007399,POL004451,AGT04966,Water Damage,2021-07-07,2021-08-16,57634.47,6550.75,Closed,Ontario,40
CLM007400,POL005932,AGT00463,Theft,2021-11-24,2022-02-27,29331.05,14265.96,Approved,Quebec,95
CLM007401,POL001433,AGT04747,Flood,2024-01-14,2024-04-28,22216.04,17721.98,Approved,Ontario,105
CLM007402,POL001346,AGT04021,Wind/Hail,2022-08-16,2022-08-25,6795.79,2764.24,Open,Ontario,9
CLM007403,POL006692,AGT04366,Liability,2021-08-02,2021-09-25,31073.2,19823.99,Open,Saskatchewan,54
CLM007404,POL004333,AGT08806,Liability,2024-01-26,2024-04-07,21060.03,19002.26,Closed,Ontario,72
CLM007405,POL004620,AGT09761,Water Damage,2021-01-02,2021-04-02,60506.88,59825.55,Approved,Quebec,90
CLM007406,POL009235,AGT06648,Water Damage,2023-01-25,2023-03-19,38921.59,0,Denied,British Columbia,53
CLM007407,POL009908,AGT09984,Collision,2023-12-19,2024-02-02,60258.79,27712.42,Closed,Quebec,45
CLM007408,POL000384,AGT00074,Collision,2025-04-13,2025-05-11,48915.03,27162.33,Denied,Quebec,28
CLM007409,POL008967,AGT06936,Liability,2022-05-03,2022-05-18,36441.96,30190.83,Approved,Ontario,15
CLM007410,POL004002,AGT05140,Liability,2024-03-13,2024-07-01,4619.46,3927.43,Closed,Quebec,110
CLM007411,POL000086,AGT03356,Water Damage,2021-11-13,2022-02-26,49725.1,37947.03,Closed,Alberta,105
CLM007412,POL002378,AGT03141,Fire,2023-09-04,2023-10-30,65760.83,45471.89,Closed,Ontario,56
CLM007413,POL003506,AGT03611,Water Damage,2024-07-31,2024-09-10,50892.77,37248.02,Closed,Ontario,41
CLM007414,POL002439,AGT05314,Wind/Hail,2023-05-14,2023-08-06,9582.81,3719.22,Approved,British Columbia,84
CLM007415,POL000540,AGT00998,Liability,2023-05-04,2023-07-17,71687.03,30929.66,In Review,Alberta,74
CLM007416,POL007583,AGT08664,Collision,2021-08-15,2021-12-03,63782.48,13886.74,Open,Alberta,110
CLM007417,POL009026,AGT08430,Collision,2024-06-01,2024-07-12,40030.42,2112.18,Closed,British Columbia,41
CLM007418,POL002261,AGT08283,Wind/Hail,2022-10-26,2022-11-04,40555.84,3011.68,Denied,Alberta,9
CLM007419,POL004477,AGT01531,Collision,2024-08-06,2024-11-22,59754.55,56493.34,Closed,Ontario,108
CLM007420,POL003527,AGT08701,Water Damage,2023-07-25,2023-10-30,6176.28,119.03,In Review,Ontario,97
CLM007421,POL007882,AGT04251,Flood,2025-09-21,2025-12-15,1152.8,0,Denied,Saskatchewan,85
CLM007422,POL009981,AGT09555,Theft,2024-06-29,2024-08-04,15375.55,0,Denied,Quebec,36
CLM007423,POL009024,AGT08753,Theft,2021-04-07,2021-07-13,51244.03,42928.28,Approved,British Columbia,97
CLM007424,POL006015,AGT06389,Wind/Hail,2024-06-14,2024-07-23,24344.58,11703.17,In Review,Alberta,39
CLM007425,POL007148,AGT09158,Fire,2023-06-22,2023-09-18,31222.36,5899.95,In Review,Saskatchewan,88
CLM007426,POL004871,AGT05290,Liability,2025-12-03,2025-12-16,6322.18,4556.17,Approved,British Columbia,13
CLM007427,POL008237,AGT05141,Theft,2021-02-09,2021-04-03,60577.74,0,Denied,Manitoba,53
CLM007428,POL002831,AGT03878,Water Damage,2024-11-28,2025-02-11,63464.17,35236.5,Closed,Quebec,75
CLM007429,POL001517,AGT09454,Liability,2023-10-30,2023-11-10,3130.4,937.37,Open,Alberta,11
CLM007430,POL002977,AGT04788,Theft,2021-08-29,2021-09-19,51203.66,10476.54,Approved,Alberta,21
CLM007431,POL005105,AGT04047,Fire,2023-05-14,2023-06-25,44887.24,0,Open,Ontario,42
CLM007432,POL007541,AGT03218,Collision,2025-10-06,2025-11-15,15466.97,0,Closed,Manitoba,40
CLM007433,POL007390,AGT07965,Flood,2021-10-05,2021-12-10,12239.13,11759.55,Approved,British Columbia,66
CLM007434,POL003550,AGT00030,Fire,2021-05-05,2021-05-23,57280.67,5399.17,Denied,British Columbia,18
CLM007435,POL003635,AGT05048,Wind/Hail,2024-05-30,2024-08-27,15477.25,221.9,Approved,Ontario,89
CLM007436,POL000628,AGT03182,Collision,2024-09-22,2024-09-28,12616.06,7383.69,Closed,Ontario,6
CLM007437,POL003794,AGT08617,Fire,2025-07-09,2025-10-30,18001.64,1410.22,In Review,Quebec,113
CLM007438,POL003794,AGT00382,Flood,2023-05-24,2023-08-13,22827.21,9995.61,Denied,Alberta,81
CLM007439,POL007720,AGT08346,Theft,2024-07-03,2024-10-30,5805.38,2793.98,Denied,Saskatchewan,119
CLM007440,POL003838,AGT08267,Collision,2023-09-02,2023-10-06,30950.07,27854.37,In Review,Alberta,34
CLM007441,POL006755,AGT01876,Fire,2021-06-23,2021-07-12,4862.58,1223.24,Closed,Manitoba,19
CLM007442,POL002751,AGT07648,Fire,2025-05-22,2025-07-03,33645.34,12164.27,Open,Quebec,42
CLM007443,POL000990,AGT03739,Water Damage,2024-10-24,2024-11-11,64643.91,52432.35,Closed,Quebec,18
CLM007444,POL004501,AGT05401,Theft,2024-04-19,2024-08-04,11506.89,10312.69,Closed,Manitoba,107
CLM007445,POL007028,AGT02500,Fire,2022-12-29,2023-03-19,51169.0,5661.6,Denied,Manitoba,80
CLM007446,POL002152,AGT04083,Fire,2023-02-07,2023-04-21,30800.95,10585.27,Denied,Quebec,73
CLM007447,POL004931,AGT01779,Liability,2022-09-18,2022-10-19,29340.63,7171.46,Closed,Saskatchewan,31
CLM007448,POL001370,AGT07042,Collision,2023-10-06,2023-11-09,68700.81,57681.25,Open,Saskatchewan,34
CLM007449,POL001977,AGT03029,Flood,2022-10-21,2023-02-04,1667.4,806.09,Denied,Ontario,106
CLM007450,POL008781,AGT06640,Wind/Hail,2024-04-19,2024-05-21,51444.0,6248.28,Open,Ontario,32
CLM007451,POL009191,AGT05599,Flood,2024-01-03,2024-02-09,38414.94,0,Open,British Columbia,37
CLM007452,POL000296,AGT02701,Liability,2025-11-09,2026-02-12,62123.46,60724.63,Approved,Ontario,95
CLM007453,POL003651,AGT01427,Fire,2025-05-20,2025-06-10,58485.06,34022.13,Open,Manitoba,21
CLM007454,POL006792,AGT00088,Fire,2021-12-13,2022-04-05,72549.37,36679.64,Closed,Saskatchewan,113
CLM007455,POL004850,AGT08842,Flood,2024-04-14,2024-05-04,58325.59,13300.26,Approved,Manitoba,20
CLM007456,POL001519,AGT05434,Liability,2024-10-26,2025-02-17,27070.03,22837.27,Open,Manitoba,114
CLM007457,POL006246,AGT04597,Collision,2025-12-01,2025-12-03,66486.07,16649.23,Denied,Quebec,2
CLM007458,POL002610,AGT01307,Wind/Hail,2022-01-16,2022-02-17,19153.31,0,Approved,Saskatchewan,32
CLM007459,POL004734,AGT04245,Liability,2021-04-27,2021-06-07,69559.46,35760.47,Approved,Saskatchewan,41
CLM007460,POL007258,AGT07597,Collision,2021-11-18,2022-03-03,66849.34,10789.03,Approved,Alberta,105
CLM007461,POL001398,AGT00365,Wind/Hail,2023-11-07,2024-01-26,65608.66,64989.51,Denied,Manitoba,80
CLM007462,POL003131,AGT04429,Fire,2021-05-17,2021-07-26,13200.82,1640.59,Closed,British Columbia,70
CLM007463,POL007086,AGT07471,Flood,2021-11-20,2022-02-21,25173.13,12278.69,Closed,Manitoba,93
CLM007464,POL000270,AGT09297,Collision,2023-11-11,2023-12-20,17836.39,6550.13,Open,Manitoba,39
CLM007465,POL009201,AGT00281,Wind/Hail,2024-06-12,2024-06-21,40482.3,17332.25,Open,Manitoba,9
CLM007466,POL003037,AGT05710,Liability,2021-03-12,2021-05-27,40309.24,30237.53,Closed,Manitoba,76
CLM007467,POL005594,AGT00164,Collision,2022-10-06,2022-10-30,47735.2,18724.42,Approved,Saskatchewan,24
CLM007468,POL003571,AGT08172,Fire,2025-03-04,2025-06-28,33784.32,4667.67,Approved,Alberta,116
CLM007469,POL008296,AGT07522,Theft,2021-02-07,2021-02-17,27489.41,7500.35,Open,Alberta,10
CLM007470,POL004842,AGT04568,Theft,2025-01-08,2025-02-27,50878.74,0,Denied,British Columbia,50
CLM007471,POL002328,AGT03840,Water Damage,2022-12-17,2023-01-16,70447.13,44665.77,Open,Saskatchewan,30
CLM007472,POL005053,AGT08862,Wind/Hail,2023-11-12,2024-03-03,43457.58,38808.47,Approved,British Columbia,112
CLM007473,POL005457,AGT03595,Collision,2023-12-27,2024-03-29,72793.81,49650.25,Closed,Manitoba,93
CLM007474,POL007335,AGT08554,Collision,2022-02-27,2022-04-05,50798.35,49275.1,Approved,British Columbia,37
